,ID,City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Upper_Age,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
585,586,C1,450,Rented,Individual,21,21,No,X2,,,22,4194.0,1
587,588,C14,295,Rented,Individual,62,62,No,X3,14.0,1.0,22,16470.0,0
590,591,C2,2729,Owned,Individual,60,60,No,X5,8.0,4.0,22,21792.0,0
591,592,C24,2159,Rented,Individual,34,34,No,X2,1.0,3.0,14,9568.0,0
592,593,C27,1097,Owned,Joint,52,50,Yes,X4,14.0,3.0,21,20380.8,0
593,594,C11,486,Rented,Individual,46,46,No,X3,3.0,2.0,20,12312.0,0
594,595,C10,2945,Rented,Individual,27,27,No,X3,4.0,2.0,18,5224.0,0
597,598,C19,4929,Rented,Individual,23,23,No,X1,1.0,3.0,22,3996.0,0
598,599,C1,2477,Owned,Individual,32,32,No,X1,1.0,1.0,16,7716.0,0
599,600,C16,100,Rented,Individual,37,37,No,X1,2.0,2.0,1,10314.0,0
600,601,C13,991,Owned,Individual,48,48,No,X4,2.0,2.0,10,10128.0,0
601,602,C4,1703,Rented,Individual,41,41,No,X2,1.0,3.0,21,11754.0,0
602,603,C3,1455,Owned,Individual,49,49,No,X1,1.0,3.0,21,17836.0,0
603,604,C12,747,Owned,Individual,75,75,No,,9.0,3.0,20,18976.0,1
604,605,C3,548,Owned,Joint,58,57,Yes,X4,,,20,32400.0,1
610,611,C3,567,Owned,Individual,46,46,No,X1,9.0,2.0,18,15888.0,0
611,612,C2,1227,Rented,Individual,28,28,No,X1,6.0,1.0,21,8664.0,0
613,614,C15,1575,Owned,Joint,34,31,Yes,X3,5.0,3.0,22,20864.0,1
616,617,C26,829,Rented,Individual,51,51,No,X2,1.0,3.0,12,14742.0,0
617,618,C10,1687,Rented,Individual,43,43,No,,1.0,3.0,12,12500.0,1
618,619,C19,4644,Owned,Individual,55,55,No,X3,3.0,3.0,16,12360.0,0
619,620,C1,15,Rented,Individual,28,28,No,X1,,,19,9198.0,1
620,621,C28,3212,Owned,Individual,62,62,No,X3,,,2,13344.0,1
621,622,C2,301,Owned,Individual,54,54,No,X3,10.0,3.0,21,14234.0,0
623,624,C3,2097,Owned,Individual,45,45,No,X1,1.0,1.0,21,9312.0,1
625,626,C2,1967,Owned,Individual,75,75,No,X2,7.0,3.0,18,23796.0,0
626,627,C27,1520,Rented,Joint,31,26,Yes,X2,7.0,1.0,16,17136.0,1
628,629,C2,1845,Owned,Individual,62,62,No,X4,,,22,14454.0,1
629,630,C2,2548,Rented,Individual,38,38,No,X2,5.0,3.0,3,7848.0,0
632,633,C2,14,Owned,Joint,38,37,Yes,X2,9.0,3.0,21,14246.4,0
635,636,C8,1578,Owned,Individual,62,62,No,X2,6.0,3.0,14,13632.0,1
637,638,C2,218,Rented,Individual,75,75,No,X4,7.0,4.0,22,18536.0,1
638,639,C20,468,Rented,Individual,24,24,No,X1,,,21,6300.0,1
641,642,C15,3040,Owned,Individual,40,40,No,X2,3.0,1.0,21,10272.0,0
642,643,C7,1743,Owned,Individual,42,42,No,X2,14.0,2.0,20,11980.0,1
643,644,C10,224,Owned,Joint,51,17,No,X2,6.0,4.0,22,27807.0,1
644,645,C2,2382,Rented,Individual,26,26,No,X1,6.0,3.0,14,5970.0,0
645,646,C6,1258,Rented,Individual,38,38,No,,1.0,3.0,8,11016.0,1
646,647,C5,2142,Rented,Joint,50,23,No,X3,1.0,1.0,1,26754.0,0
647,648,C3,972,Owned,Individual,28,28,No,X1,1.0,4.0,15,9720.0,0
648,649,C2,2018,Rented,Individual,34,34,No,X2,5.0,3.0,22,12690.0,1
649,650,C18,4092,Rented,Individual,23,23,No,X3,,,20,5328.0,1
650,651,C9,3087,Rented,Individual,59,59,No,X3,14.0,3.0,22,16744.0,1
651,652,C15,1223,Rented,Individual,36,36,No,X1,3.0,3.0,12,6912.0,0
652,653,C22,2354,Owned,Individual,55,55,No,X4,2.0,2.0,21,14036.0,0
653,654,C16,2554,Rented,Individual,55,55,No,,6.0,2.0,15,15708.0,1
654,655,C2,21,Owned,Individual,52,52,No,X4,5.0,2.0,21,18004.0,0
655,656,C1,1662,Rented,Individual,59,59,No,X4,1.0,4.0,17,16408.0,1
656,657,C1,89,Rented,Individual,23,23,No,X1,2.0,4.0,16,5168.0,0
657,658,C22,242,Owned,Joint,66,55,Yes,X4,4.0,4.0,22,19286.4,1
658,659,C6,1880,Rented,Individual,60,60,No,X1,4.0,2.0,10,18630.0,0
664,665,C21,6107,Owned,Individual,44,44,No,X3,12.0,3.0,14,11840.0,0
665,666,C5,1660,Owned,Individual,54,54,No,X1,14.0,2.0,20,11808.0,0
666,667,C3,1691,Owned,Individual,22,22,No,X3,,,17,5032.0,1
667,668,C3,2885,Rented,Individual,55,55,No,X1,4.0,3.0,6,19920.0,0
668,669,C5,1477,Owned,Individual,38,38,No,X4,4.0,3.0,21,8160.0,0
669,670,C3,239,Rented,Individual,47,47,No,X4,14.0,2.0,21,16432.0,0
670,671,C21,5219,Rented,Individual,27,27,No,X1,,,20,5624.0,1
672,673,C1,611,Owned,Joint,36,35,Yes,X2,4.0,4.0,19,11322.0,0
675,676,C11,359,Rented,Joint,47,36,Yes,X1,1.0,1.0,19,26707.2,0
678,679,C17,2871,Rented,Joint,49,46,Yes,X4,3.0,1.0,16,17152.0,1
679,680,C15,885,Owned,Individual,44,44,No,,4.0,3.0,22,15642.0,1
680,681,C24,1935,Rented,Joint,42,16,Yes,X1,7.0,2.0,13,14873.6,0
682,683,C6,667,Rented,Joint,40,33,Yes,X1,2.0,1.0,17,18536.0,0
683,684,C21,5536,Owned,Individual,48,48,No,X4,1.0,2.0,13,12340.0,0
686,687,C3,2128,Rented,Individual,60,60,No,X1,14.0,4.0,22,13178.0,1
687,688,C1,3620,Owned,Individual,56,56,No,X2,7.0,1.0,16,16212.0,0
688,689,C29,3556,Rented,Individual,24,24,No,X6,3.0,1.0,12,6360.0,0
689,690,C1,450,Owned,Individual,71,71,No,X2,2.0,2.0,16,14846.0,0
691,692,C3,2269,Owned,Individual,41,41,No,X3,3.0,1.0,8,11568.0,0
695,696,C3,1440,Rented,Individual,26,26,No,X4,,,20,10620.0,1
697,698,C21,5365,Rented,Joint,46,43,Yes,X2,5.0,1.0,20,17136.0,0
699,700,C5,1070,Rented,Individual,28,28,No,X1,,,19,5784.0,1
703,704,C3,2593,Owned,Individual,65,65,No,X3,8.0,2.0,18,17500.0,0
704,705,C7,3454,Owned,Joint,75,73,Yes,X5,6.0,3.0,14,26941.6,0
706,707,C5,2438,Rented,Individual,30,30,No,X3,1.0,1.0,19,14960.0,1
708,709,C1,826,Rented,Individual,30,30,No,X3,5.0,1.0,19,7788.0,1
709,710,C3,2922,Rented,Joint,29,28,Yes,X1,9.0,2.0,20,7572.0,0
710,711,C1,4,Owned,Individual,72,72,No,X1,2.0,1.0,18,20130.0,0
711,712,C6,1132,Rented,Individual,27,27,No,X2,2.0,4.0,18,6080.0,0
716,717,C1,1809,Owned,Joint,43,16,Yes,X2,2.0,3.0,19,20636.0,0
717,718,C4,1953,Rented,Individual,69,69,No,X3,4.0,3.0,22,19200.0,1
718,719,C2,438,Owned,Individual,75,75,No,X1,10.0,4.0,22,17700.0,1
720,721,C3,311,Owned,Individual,53,53,No,X1,14.0,1.0,12,13344.0,0
722,723,C7,1493,Rented,Individual,23,23,No,X3,2.0,3.0,10,5368.0,0
723,724,C1,3651,Rented,Individual,40,40,No,X1,1.0,3.0,13,14740.0,0
724,725,C7,274,Owned,Individual,30,30,No,,10.0,4.0,22,9584.0,1
725,726,C1,36,Owned,Individual,47,47,No,X2,14.0,1.0,20,16172.0,0
726,727,C2,1256,Rented,Individual,26,26,No,X1,5.0,2.0,3,11826.0,0
727,728,C1,1159,Owned,Individual,62,62,No,X2,2.0,3.0,18,17864.0,0
728,729,C3,3775,Owned,Individual,40,40,No,X3,5.0,3.0,10,8848.0,0
729,730,C2,203,Owned,Individual,61,61,No,X1,1.0,3.0,22,19880.0,1
730,731,C11,359,Owned,Individual,56,56,No,X2,3.0,2.0,19,13068.0,0
731,732,C27,1176,Owned,Individual,31,31,No,X4,4.0,4.0,22,10944.0,0
734,735,C2,3761,Rented,Individual,38,38,No,X4,7.0,3.0,22,8412.0,1
735,736,C1,332,Owned,Individual,67,67,No,X2,,,18,22066.0,1
737,738,C10,247,Owned,Joint,75,48,No,X4,3.0,3.0,18,25597.6,0
739,740,C1,39,Owned,Joint,42,36,No,X1,14.0,1.0,12,17226.0,1
740,741,C2,1627,Owned,Individual,54,54,No,X4,14.0,3.0,11,15120.0,1
742,743,C15,1841,Owned,Individual,21,21,No,X3,1.0,1.0,22,5360.0,1
743,744,C4,209,Owned,Individual,60,60,No,X1,2.0,3.0,8,19776.0,0
744,745,C7,1797,Owned,Individual,55,55,No,X6,1.0,1.0,12,12584.0,0
746,747,C10,352,Rented,Individual,58,58,No,X1,2.0,1.0,17,17654.0,0
748,749,C6,155,Owned,Individual,33,33,No,X1,5.0,2.0,17,10998.0,0
751,752,C15,1404,Owned,Individual,50,50,No,X3,2.0,3.0,22,10746.0,0
752,753,C2,2290,Rented,Individual,56,56,No,X1,1.0,3.0,22,18798.0,1
753,754,C1,27,Rented,Individual,30,30,No,X4,8.0,1.0,18,9324.0,1
756,757,C21,4951,Owned,Individual,41,41,No,X5,7.0,4.0,17,9648.0,0
758,759,C4,2184,Rented,Individual,23,23,No,X2,1.0,2.0,16,6210.0,1
759,760,C33,1874,Owned,Individual,60,60,No,X1,14.0,3.0,22,14112.0,1
760,761,C19,2285,Owned,Individual,75,75,No,X2,10.0,1.0,19,23104.0,1
761,762,C1,15,Owned,Individual,38,38,No,X1,10.0,2.0,20,12320.0,0
765,766,C8,2737,Owned,Joint,58,57,Yes,X4,14.0,1.0,20,28080.0,0
766,767,C14,890,Rented,Individual,22,22,No,X2,,,21,7584.0,1
771,772,C1,146,Owned,Individual,51,51,No,X2,6.0,1.0,19,12860.0,0
772,773,C13,2833,Rented,Joint,37,26,No,,2.0,1.0,15,14400.0,1
773,774,C6,31,Rented,Individual,27,27,No,X1,1.0,1.0,21,9680.0,0
774,775,C1,5041,Owned,Individual,74,74,No,X4,4.0,4.0,18,16250.0,0
776,777,C9,2172,Rented,Individual,41,41,No,,5.0,1.0,15,14184.0,1
777,778,C9,3689,Owned,Individual,23,23,No,X6,,,2,8912.0,1
779,780,C1,39,Rented,Individual,27,27,No,X1,6.0,4.0,17,6490.0,1
781,782,C14,517,Rented,Individual,58,58,No,X1,14.0,2.0,17,15904.0,0
782,783,C19,240,Rented,Joint,61,23,No,X1,14.0,1.0,1,28752.0,0
783,784,C2,110,Owned,Joint,40,39,Yes,X2,8.0,3.0,22,17312.4,0
787,788,C7,1938,Owned,Joint,54,50,Yes,X3,,,20,18816.0,1
788,789,C1,1128,Owned,Individual,67,67,No,X1,1.0,3.0,22,22746.0,0
790,791,C1,169,Rented,Individual,22,22,No,X3,2.0,3.0,21,7490.0,0
792,793,C1,1574,Owned,Individual,75,75,No,X4,5.0,4.0,5,21024.0,0
794,795,C16,40,Owned,Individual,30,30,No,X1,1.0,3.0,22,6200.0,0
795,796,C36,86,Rented,Individual,62,62,No,X2,4.0,3.0,22,18656.0,1
798,799,C3,2592,Owned,Joint,43,21,No,,5.0,3.0,9,14470.4,1
799,800,C2,4240,Rented,Individual,57,57,No,,14.0,1.0,15,18844.0,1
800,801,C18,341,Rented,Individual,25,25,No,X3,5.0,2.0,2,4624.0,0
802,803,C5,1324,Owned,Individual,70,70,No,X1,14.0,3.0,9,16198.0,1
804,805,C10,1144,Owned,Individual,60,60,No,X2,14.0,2.0,17,18300.0,1
805,806,C15,837,Rented,Individual,28,28,No,X2,4.0,1.0,19,7100.0,0
807,808,C2,335,Owned,Individual,75,75,No,X2,14.0,4.0,22,24192.0,1
812,813,C3,1440,Rented,Joint,75,74,Yes,X3,14.0,3.0,2,33510.4,0
813,814,C1,142,Owned,Joint,70,67,Yes,X3,8.0,3.0,19,28896.0,0
814,815,C19,647,Rented,Individual,28,28,No,X2,1.0,1.0,16,10880.0,0
815,816,C3,83,Rented,Individual,33,33,No,X1,2.0,1.0,16,9310.0,1
818,819,C7,1938,Owned,Individual,57,57,No,X4,8.0,4.0,15,13608.0,1
819,820,C8,212,Owned,Joint,67,33,No,X2,14.0,3.0,10,28716.8,0
820,821,C25,1388,Rented,Joint,24,22,Yes,X1,,,16,9045.0,1
823,824,C3,1906,Owned,Individual,41,41,No,X4,1.0,2.0,17,8764.0,0
824,825,C6,202,Rented,Individual,23,23,No,X4,1.0,3.0,1,4816.0,0
829,830,C15,2515,Owned,Joint,61,21,No,X2,5.0,1.0,1,29120.0,0
831,832,C1,2037,Owned,Individual,49,49,No,X4,5.0,4.0,22,12560.0,1
832,833,C3,403,Owned,Individual,65,65,No,X1,6.0,3.0,18,16042.0,0
833,834,C18,1972,Rented,Individual,25,25,No,,2.0,3.0,22,8028.0,1
834,835,C1,1319,Owned,Joint,50,47,Yes,X3,2.0,1.0,19,29619.2,0
835,836,C23,2991,Owned,Individual,65,65,No,X6,10.0,2.0,13,13442.0,1
836,837,C1,802,Owned,Individual,71,71,No,X2,14.0,3.0,22,15444.0,1
837,838,C11,3784,Owned,Individual,65,65,No,X4,14.0,3.0,18,19712.0,0
838,839,C2,187,Rented,Individual,45,45,No,X5,1.0,1.0,22,17952.0,1
839,840,C5,75,Owned,Individual,36,36,No,X3,3.0,1.0,10,9184.0,0
840,841,C7,4402,Rented,Individual,29,29,No,X4,5.0,1.0,20,5032.0,0
841,842,C3,1283,Owned,Individual,58,58,No,X2,14.0,2.0,20,18270.0,0
842,843,C4,1891,Owned,Individual,42,42,No,X4,14.0,3.0,22,9920.0,0
845,846,C6,122,Owned,Individual,58,58,No,X6,1.0,3.0,22,14872.0,0
846,847,C3,1047,Rented,Individual,31,31,No,X2,3.0,1.0,2,6580.0,0
847,848,C1,1436,Owned,Joint,75,74,Yes,X1,2.0,3.0,12,29030.4,0
848,849,C1,2351,Rented,Individual,55,55,No,X3,14.0,1.0,16,15984.0,0
849,850,C2,3577,Rented,Joint,29,28,Yes,X2,4.0,3.0,11,16584.0,1
850,851,C1,3362,Owned,Individual,22,22,No,X2,,,5,10224.0,1
854,855,C4,248,Rented,Individual,23,23,No,X1,2.0,3.0,10,7720.0,0
855,856,C13,1532,Owned,Individual,58,58,No,X1,6.0,3.0,18,13266.0,0
856,857,C1,1314,Owned,Individual,63,63,No,X1,8.0,4.0,5,18032.0,1
857,858,C18,6105,Owned,Individual,54,54,No,X3,14.0,3.0,22,14712.0,0
859,860,C1,24,Owned,Individual,71,71,No,X4,13.0,3.0,7,15730.0,0
860,861,C2,3846,Rented,Individual,26,26,No,X2,6.0,3.0,11,5080.0,1
861,862,C2,2013,Owned,Individual,38,38,No,X2,7.0,1.0,12,14280.0,0
862,863,C14,1102,Owned,Joint,58,21,Yes,X2,1.0,3.0,14,25804.8,0
863,864,C2,2672,Owned,Individual,47,47,No,X4,1.0,3.0,3,12120.0,0
864,865,C8,4266,Owned,Individual,43,43,No,X1,,,2,8344.0,1
868,869,C3,2652,Owned,Individual,62,62,No,X2,13.0,4.0,21,14208.0,0
869,870,C2,117,Owned,Joint,74,71,Yes,X3,6.0,4.0,17,23836.8,0
870,871,C3,3807,Owned,Individual,44,44,No,X2,,,16,10416.0,1
871,872,C2,1263,Rented,Individual,70,70,No,,4.0,2.0,14,21216.0,1
873,874,C1,5,Owned,Individual,74,74,No,X1,12.0,3.0,16,21248.0,0
877,878,C2,1847,Owned,Individual,75,75,No,X4,14.0,3.0,17,20384.0,0
879,880,C1,146,Rented,Joint,29,28,Yes,X1,6.0,1.0,19,13955.2,0
881,882,C11,175,Owned,Individual,52,52,No,X5,7.0,4.0,16,11448.0,0
882,883,C1,3544,Owned,Individual,53,53,No,X2,6.0,3.0,21,10944.0,0
883,884,C6,439,Owned,Individual,43,43,No,X6,3.0,3.0,9,8134.0,0
884,885,C9,1686,Owned,Individual,30,30,No,X1,8.0,1.0,22,10980.0,1
885,886,C2,218,Rented,Individual,46,46,No,X3,7.0,1.0,2,15400.0,0
887,888,C2,1967,Owned,Individual,67,67,No,X2,14.0,3.0,21,18088.0,0
888,889,C4,596,Owned,Individual,44,44,No,X1,3.0,3.0,14,7966.0,1
890,891,C24,1364,Owned,Individual,23,23,No,X2,1.0,1.0,16,5456.0,0
894,895,C7,2934,Rented,Individual,33,33,No,X4,7.0,2.0,13,12820.0,1
897,898,C2,1034,Owned,Individual,48,48,No,X4,3.0,2.0,13,11142.0,1
901,902,C20,1320,Rented,Individual,63,63,No,,2.0,1.0,22,15264.0,1
902,903,C1,1663,Owned,Individual,75,75,No,X3,2.0,3.0,18,22882.0,1
903,904,C1,210,Owned,Individual,66,66,No,X1,14.0,4.0,7,18592.0,0
906,907,C1,3424,Rented,Individual,67,67,No,X1,3.0,2.0,22,19788.0,0
907,908,C3,3791,Owned,Joint,71,66,Yes,,3.0,4.0,22,30480.0,1
908,909,C16,329,Rented,Individual,29,29,No,X1,1.0,1.0,19,5880.0,1
910,911,C3,783,Owned,Individual,26,26,No,X2,,,21,5960.0,1
912,913,C10,2520,Owned,Individual,28,28,No,X1,,,18,6680.0,1
913,914,C9,2274,Owned,Individual,69,69,No,X2,14.0,3.0,22,14904.0,0
914,915,C9,1975,Owned,Individual,69,69,No,X1,14.0,1.0,16,17082.0,1
915,916,C1,232,Owned,Joint,54,20,No,X2,14.0,3.0,18,15292.8,0
917,918,C2,2850,Rented,Individual,28,28,No,X1,2.0,1.0,11,6550.0,0
919,920,C4,4134,Owned,Individual,75,75,No,X3,3.0,1.0,10,19744.0,0
920,921,C1,981,Rented,Individual,55,55,No,X4,2.0,3.0,14,17668.0,0
921,922,C24,1782,Owned,Joint,37,18,No,,1.0,2.0,16,19026.0,1
923,924,C4,306,Owned,Individual,40,40,No,X1,3.0,2.0,19,10672.0,0
924,925,C3,1147,Rented,Individual,53,53,No,X1,,,19,18256.0,1
927,928,C11,480,Owned,Joint,34,32,Yes,X2,,,21,14134.4,1
928,929,C16,79,Rented,Joint,46,22,Yes,X4,1.0,3.0,16,21978.0,0
929,930,C2,4310,Rented,Individual,24,24,No,X3,3.0,4.0,3,10688.0,0
930,931,C1,757,Owned,Joint,66,57,Yes,X4,6.0,2.0,16,25670.4,0
931,932,C1,4586,Owned,Joint,55,16,Yes,X6,11.0,1.0,21,22022.0,1
934,935,C4,4908,Rented,Individual,66,66,No,X2,14.0,2.0,10,19040.0,1
935,936,C21,5027,Owned,Individual,45,45,No,X2,,,5,10416.0,1
936,937,C3,1147,Owned,Individual,53,53,No,X1,6.0,1.0,17,14740.0,0
938,939,C7,1198,Owned,Individual,45,45,No,X2,14.0,3.0,21,10602.0,0
939,940,C3,2070,Owned,Individual,65,65,No,,10.0,3.0,18,18840.0,1
940,941,C3,239,Rented,Individual,63,63,No,X3,6.0,1.0,2,17160.0,0
941,942,C5,113,Owned,Joint,48,24,No,X2,5.0,3.0,22,17442.0,0
943,944,C22,2,Owned,Joint,64,53,Yes,X2,,,4,25116.0,1
944,945,C8,3480,Owned,Individual,70,70,No,,14.0,4.0,21,16632.0,1
946,947,C1,1545,Owned,Individual,66,66,No,X6,3.0,3.0,16,15680.0,0
950,951,C3,748,Rented,Individual,51,51,No,X3,14.0,1.0,16,11448.0,0
951,952,C2,3420,Owned,Joint,66,63,Yes,X4,14.0,3.0,22,29892.8,0
952,953,C22,507,Rented,Individual,59,59,No,X1,14.0,3.0,18,13896.0,0
957,958,C2,5123,Rented,Individual,24,24,No,X1,1.0,2.0,17,9184.0,0
958,959,C1,1415,Owned,Joint,39,16,No,X1,5.0,3.0,16,11239.2,0
960,961,C1,1278,Owned,Joint,40,17,No,X1,,,19,21888.0,1
961,962,C1,1705,Owned,Joint,47,19,Yes,X3,4.0,1.0,16,21036.4,0
963,964,C5,3535,Owned,Individual,41,41,No,X4,10.0,2.0,15,10548.0,0
965,966,C4,1308,Owned,Joint,34,29,Yes,X2,1.0,3.0,9,9226.0,0
968,969,C1,39,Owned,Joint,72,67,Yes,X6,4.0,3.0,22,30794.4,1
970,971,C2,2219,Rented,Joint,46,17,No,X2,13.0,3.0,11,20496.0,0
972,973,C29,93,Rented,Joint,42,18,No,,12.0,1.0,20,13664.0,1
973,974,C4,3962,Rented,Individual,29,29,No,X2,1.0,3.0,18,11844.0,0
977,978,C3,3139,Rented,Individual,21,21,No,,,,16,11168.0,1
978,979,C1,3843,Owned,Joint,43,16,No,X4,,,22,24480.0,1
980,981,C2,866,Owned,Joint,67,20,No,,,,15,29164.8,1
981,982,C3,1177,Owned,Joint,42,39,Yes,X4,7.0,4.0,18,21403.2,1
986,987,C13,3853,Owned,Individual,53,53,No,X5,3.0,3.0,4,12460.0,0
987,988,C9,401,Owned,Individual,37,37,No,X1,3.0,1.0,19,7824.0,0
989,990,C1,1025,Rented,Joint,25,23,Yes,,,,17,14963.2,1
990,991,C1,1280,Owned,Individual,50,50,No,X3,14.0,2.0,17,14544.0,0
991,992,C13,3102,Rented,Individual,20,20,No,X4,,,21,6830.0,1
993,994,C1,4906,Owned,Individual,53,53,No,X2,1.0,3.0,8,10674.0,0
995,996,C21,4167,Owned,Individual,52,52,No,X1,,,20,18340.0,1
996,997,C1,3701,Rented,Individual,45,45,No,X1,3.0,1.0,16,14388.0,1
998,999,C2,2088,Owned,Individual,75,75,No,,8.0,4.0,17,21780.0,1
999,1000,C4,1679,Owned,Joint,65,35,Yes,X3,14.0,3.0,5,28356.0,0
1003,1004,C12,3047,Owned,Joint,59,21,No,X2,2.0,1.0,1,20576.0,0
1005,1006,C8,2736,Rented,Individual,55,55,No,X2,1.0,1.0,1,16632.0,0
1007,1008,C2,2881,Rented,Individual,53,53,No,X3,4.0,2.0,3,11196.0,0
1009,1010,C2,921,Rented,Individual,31,31,No,X1,4.0,3.0,11,11970.0,0
1010,1011,C4,1622,Rented,Individual,48,48,No,X2,12.0,3.0,7,10432.0,0
1011,1012,C9,5013,Owned,Individual,43,43,No,,4.0,3.0,6,14850.0,1
1012,1013,C1,63,Owned,Individual,48,48,No,X4,9.0,3.0,17,11232.0,0
1013,1014,C8,3269,Owned,Individual,53,53,No,X1,9.0,4.0,22,14300.0,1
1015,1016,C8,2399,Rented,Individual,63,63,No,X4,3.0,1.0,1,16044.0,0
1018,1019,C1,2383,Owned,Individual,47,47,No,,10.0,1.0,19,14760.0,1
1019,1020,C2,1482,Owned,Individual,54,54,No,X4,7.0,3.0,15,9828.0,1
1020,1021,C6,1165,Owned,Joint,62,45,Yes,X2,,,5,21718.4,1
1022,1023,C11,975,Owned,Individual,30,30,No,X2,6.0,2.0,19,6630.0,1
1026,1027,C3,1328,Owned,Individual,63,63,No,X5,,,18,16796.0,1
1027,1028,C8,781,Owned,Individual,34,34,No,X1,5.0,1.0,16,8750.0,1
1028,1029,C17,2575,Rented,Individual,53,53,No,X3,14.0,1.0,12,15176.0,1
1029,1030,C10,124,Rented,Individual,33,33,No,X3,1.0,1.0,18,7300.0,0
1030,1031,C19,2008,Owned,Joint,66,63,Yes,X6,1.0,3.0,1,22176.0,0
1031,1032,C19,1835,Rented,Individual,26,26,No,X3,5.0,1.0,1,5920.0,0
1032,1033,C1,1573,Owned,Individual,67,67,No,X2,,,16,16120.0,1
1033,1034,C23,111,Owned,Individual,45,45,No,X1,14.0,2.0,17,9648.0,0
1035,1036,C22,472,Rented,Individual,27,27,No,X2,2.0,1.0,17,11754.0,0
1037,1038,C14,3227,Rented,Individual,30,30,No,X2,4.0,1.0,18,8064.0,1
1038,1039,C2,1356,Rented,Individual,54,54,No,X3,2.0,2.0,22,14140.0,0
1039,1040,C2,2287,Owned,Individual,65,65,No,X2,1.0,3.0,21,22984.0,1
1040,1041,C10,1852,Rented,Individual,47,47,No,X2,2.0,1.0,12,16250.0,1
1042,1043,C3,2356,Owned,Joint,50,43,Yes,X5,14.0,3.0,17,17925.6,1
1044,1045,C10,247,Rented,Individual,24,24,No,X1,2.0,1.0,18,8508.0,0
1046,1047,C1,1877,Owned,Individual,75,75,No,X2,6.0,4.0,22,18816.0,1
1047,1048,C2,2985,Owned,Individual,41,41,No,X3,3.0,3.0,14,12650.0,0
1048,1049,C18,2068,Rented,Individual,35,35,No,X2,1.0,1.0,16,12240.0,0
1052,1053,C1,102,Owned,Joint,69,65,Yes,X4,14.0,3.0,17,31824.0,0
1055,1056,C2,218,Owned,Joint,75,74,Yes,X1,4.0,3.0,21,29797.6,0
1056,1057,C14,2286,Rented,Individual,27,27,No,X2,4.0,2.0,19,8386.0,1
1057,1058,C9,1584,Rented,Joint,45,40,Yes,X1,9.0,3.0,10,14784.0,0
1059,1060,C3,3105,Owned,Individual,44,44,No,,4.0,3.0,21,9660.0,1
1061,1062,C1,2327,Owned,Individual,48,48,No,X1,1.0,2.0,8,14520.0,0
1063,1064,C10,120,Rented,Individual,61,61,No,,,,12,18656.0,1
1064,1065,C2,905,Owned,Individual,75,75,No,X1,6.0,3.0,14,22032.0,0
1065,1066,C21,5751,Owned,Joint,37,35,Yes,X2,2.0,3.0,21,16848.0,1
1066,1067,C9,1037,Rented,Individual,22,22,No,X1,,,22,10752.0,1
1068,1069,C7,446,Owned,Joint,54,53,Yes,,2.0,3.0,22,20932.8,1
1069,1070,C7,2238,Owned,Individual,30,30,No,X1,1.0,2.0,17,9728.0,1
1070,1071,C2,2618,Rented,Individual,59,59,No,X3,2.0,2.0,18,18122.0,0
1071,1072,C1,3701,Owned,Joint,64,51,Yes,X2,2.0,2.0,20,23462.4,0
1072,1073,C4,3563,Rented,Individual,33,33,No,X1,10.0,1.0,12,5770.0,1
1073,1074,C1,559,Owned,Individual,75,75,No,X1,,,18,19012.0,1
1074,1075,C3,610,Owned,Individual,75,75,No,X1,2.0,2.0,16,24516.0,0
1076,1077,C6,536,Owned,Joint,55,52,Yes,X6,1.0,1.0,22,22618.4,0
1077,1078,C20,2048,Owned,Joint,58,16,Yes,X3,,,21,28582.4,1
1078,1079,C6,1718,Owned,Individual,75,75,No,X2,12.0,4.0,22,16968.0,0
1079,1080,C22,507,Rented,Individual,24,24,No,X1,1.0,1.0,18,8064.0,0
1080,1081,C9,3900,Owned,Individual,52,52,No,X1,5.0,2.0,6,18228.0,0
1081,1082,C12,752,Owned,Individual,35,35,No,X1,,,19,8280.0,1
1082,1083,C18,1546,Rented,Individual,44,44,No,,2.0,1.0,2,10710.0,1
1088,1089,C4,357,Rented,Individual,47,47,No,X1,,,20,14300.0,1
1089,1090,C8,2335,Rented,Joint,31,28,Yes,X1,6.0,1.0,4,14112.0,1
1090,1091,C11,1359,Owned,Individual,63,63,No,X4,5.0,3.0,18,14014.0,0
1091,1092,C6,1295,Owned,Individual,73,73,No,X2,,,18,17030.0,1
1093,1094,C3,245,Owned,Joint,62,58,No,X1,2.0,3.0,16,23408.0,0
1094,1095,C13,402,Owned,Individual,46,46,No,X3,1.0,1.0,4,14742.0,0
1096,1097,C6,1602,Owned,Joint,42,38,Yes,X2,2.0,1.0,12,10838.8,0
1098,1099,C3,1130,Owned,Joint,60,59,Yes,X4,,,17,25704.0,1
1101,1102,C8,1923,Owned,Individual,75,75,No,X1,7.0,3.0,1,19312.0,0
1103,1104,C6,1258,Rented,Individual,42,42,No,X5,7.0,3.0,22,12540.0,0
1107,1108,C2,1444,Owned,Joint,64,56,Yes,X2,14.0,3.0,22,19927.6,1
1110,1111,C2,1565,Owned,Joint,50,19,Yes,X4,4.0,3.0,22,22050.0,1
1113,1114,C10,2629,Rented,Individual,30,30,No,X3,2.0,1.0,16,6730.0,0
